city,date,card_type,exp_type,gender,amount,month,customer_id,customer_segment
"Greater Mumbai, India",2013-11-06,Silver,Grocery,M,141476,2013-11,"Greater Mumbai, India_Silver_M",High-Value Customers
"Bengaluru, India",2013-11-06,Gold,Entertainment,F,180381,2013-11,"Bengaluru, India_Gold_F",High-Value Customers
"Delhi, India",2013-11-06,Platinum,Fuel,M,12638,2013-11,"Delhi, India_Platinum_M",High-Value Customers
"Sonipat, India",2013-11-06,Signature,Grocery,M,199157,2013-11,"Sonipat, India_Signature_M",Regular Customers
"Ahmedabad, India",2013-11-06,Silver,Fuel,F,176835,2013-11,"Ahmedabad, India_Silver_F",High-Value Customers
"Lucknow, India",2013-11-06,Gold,Food,M,240925,2013-11,"Lucknow, India_Gold_M",Regular Customers
"Surat, India",2013-11-06,Signature,Bills,F,136372,2013-11,"Surat, India_Signature_F",Regular Customers
"Greater Mumbai, India",2013-11-06,Gold,Fuel,M,139609,2013-11,"Greater Mumbai, India_Gold_M",High-Value Customers
"Ranipet, India",2013-11-06,Signature,Bills,M,138479,2013-11,"Ranipet, India_Signature_M",Inactive Customers
"Lucknow, India",2013-11-06,Gold,Food,F,257840,2013-11,"Lucknow, India_Gold_F",Regular Customers
"Greater Mumbai, India",2013-11-06,Platinum,Entertainment,F,136890,2013-11,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Sohna, India",2013-11-06,Signature,Food,F,21442,2013-11,"Sohna, India_Signature_F",Inactive Customers
"Naila Janjgir, India",2013-11-06,Signature,Fuel,F,29136,2013-11,"Naila Janjgir, India_Signature_F",Inactive Customers
"Bengaluru, India",2013-11-06,Silver,Fuel,F,280870,2013-11,"Bengaluru, India_Silver_F",High-Value Customers
"Bengaluru, India",2013-11-06,Signature,Food,M,113095,2013-11,"Bengaluru, India_Signature_M",High-Value Customers
"Greater Mumbai, India",2013-11-06,Silver,Food,F,252321,2013-11,"Greater Mumbai, India_Silver_F",High-Value Customers
"Pipar City, India",2013-11-06,Silver,Bills,M,194592,2013-11,"Pipar City, India_Silver_M",Regular Customers
"Ahmedabad, India",2013-11-06,Platinum,Food,F,15933,2013-11,"Ahmedabad, India_Platinum_F",High-Value Customers
"Hyderabad, India",2013-11-06,Signature,Grocery,M,57362,2013-11,"Hyderabad, India_Signature_M",Regular Customers
"Manmad, India",2013-11-06,Signature,Grocery,F,234400,2013-11,"Manmad, India_Signature_F",Inactive Customers
"Surat, India",2013-11-07,Platinum,Fuel,M,278398,2013-11,"Surat, India_Platinum_M",Regular Customers
"Lucknow, India",2013-11-07,Silver,Fuel,F,209794,2013-11,"Lucknow, India_Silver_F",Regular Customers
"Chennai, India",2013-11-07,Platinum,Food,F,251985,2013-11,"Chennai, India_Platinum_F",Regular Customers
"Bengaluru, India",2013-11-07,Silver,Bills,M,147985,2013-11,"Bengaluru, India_Silver_M",High-Value Customers
"Hyderabad, India",2013-11-07,Silver,Fuel,M,178667,2013-11,"Hyderabad, India_Silver_M",Regular Customers
"Lachhmangarh, India",2013-11-07,Gold,Fuel,F,146883,2013-11,"Lachhmangarh, India_Gold_F",Inactive Customers
"Sultanganj, India",2013-11-07,Signature,Fuel,F,277363,2013-11,"Sultanganj, India_Signature_F",Regular Customers
"Delhi, India",2013-11-07,Signature,Entertainment,M,222117,2013-11,"Delhi, India_Signature_M",High-Value Customers
"Greater Mumbai, India",2013-11-07,Platinum,Grocery,F,183206,2013-11,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Pune, India",2013-11-07,Gold,Bills,F,261630,2013-11,"Pune, India_Gold_F",Regular Customers
"Bengaluru, India",2013-11-07,Platinum,Bills,M,59136,2013-11,"Bengaluru, India_Platinum_M",High-Value Customers
"Chennai, India",2013-11-07,Platinum,Bills,M,140078,2013-11,"Chennai, India_Platinum_M",Regular Customers
"Pune, India",2013-11-07,Silver,Food,M,234954,2013-11,"Pune, India_Silver_M",Regular Customers
"Pune, India",2013-11-07,Signature,Entertainment,M,283596,2013-11,"Pune, India_Signature_M",Regular Customers
"Jaipur, India",2013-11-07,Silver,Food,F,81970,2013-11,"Jaipur, India_Silver_F",Regular Customers
"Kanpur, India",2013-11-07,Signature,Food,M,38193,2013-11,"Kanpur, India_Signature_M",Regular Customers
"Delhi, India",2013-11-07,Silver,Fuel,M,120809,2013-11,"Delhi, India_Silver_M",High-Value Customers
"Bengaluru, India",2013-11-07,Silver,Grocery,M,233078,2013-11,"Bengaluru, India_Silver_M",High-Value Customers
"Jaipur, India",2013-11-07,Gold,Entertainment,M,242900,2013-11,"Jaipur, India_Gold_M",Regular Customers
"Bengaluru, India",2013-11-07,Platinum,Fuel,M,89143,2013-11,"Bengaluru, India_Platinum_M",High-Value Customers
"Satana, India",2013-11-07,Silver,Food,M,59950,2013-11,"Satana, India_Silver_M",Inactive Customers
"Chilakaluripet, India",2013-11-07,Platinum,Grocery,M,134710,2013-11,"Chilakaluripet, India_Platinum_M",Inactive Customers
"Greater Mumbai, India",2013-11-07,Silver,Entertainment,M,271163,2013-11,"Greater Mumbai, India_Silver_M",High-Value Customers
"Medininagar (Daltonganj), India",2013-11-07,Platinum,Grocery,F,200366,2013-11,"Medininagar (Daltonganj), India_Platinum_F",Inactive Customers
"Mansa, India",2013-11-07,Gold,Food,F,112973,2013-11,"Mansa, India_Gold_F",Inactive Customers
"Namakkal, India",2013-11-07,Signature,Bills,M,9030,2013-11,"Namakkal, India_Signature_M",Inactive Customers
"Chennai, India",2013-11-07,Signature,Grocery,F,218873,2013-11,"Chennai, India_Signature_F",Regular Customers
"Amalapuram, India",2013-11-07,Signature,Grocery,M,203578,2013-11,"Amalapuram, India_Signature_M",Regular Customers
"Lucknow, India",2013-11-07,Platinum,Grocery,F,293640,2013-11,"Lucknow, India_Platinum_F",Regular Customers
"Sirhind Fatehgarh Sahib, India",2013-11-07,Signature,Grocery,M,150722,2013-11,"Sirhind Fatehgarh Sahib, India_Signature_M",Inactive Customers
"Delhi, India",2013-11-07,Silver,Food,M,277090,2013-11,"Delhi, India_Silver_M",High-Value Customers
"Bengaluru, India",2013-11-07,Platinum,Bills,F,62196,2013-11,"Bengaluru, India_Platinum_F",High-Value Customers
"Kanpur, India",2013-11-07,Signature,Food,F,7926,2013-11,"Kanpur, India_Signature_F",Regular Customers
"Pune, India",2013-11-07,Signature,Entertainment,M,143180,2013-11,"Pune, India_Signature_M",Regular Customers
"Kanpur, India",2013-11-07,Gold,Fuel,M,79531,2013-11,"Kanpur, India_Gold_M",Regular Customers
"Ahmedabad, India",2013-11-07,Signature,Entertainment,M,248811,2013-11,"Ahmedabad, India_Signature_M",High-Value Customers
"Delhi, India",2013-11-07,Platinum,Bills,M,156518,2013-11,"Delhi, India_Platinum_M",High-Value Customers
"Greater Mumbai, India",2013-11-07,Silver,Entertainment,M,289082,2013-11,"Greater Mumbai, India_Silver_M",High-Value Customers
"Hyderabad, India",2013-11-07,Silver,Fuel,M,276922,2013-11,"Hyderabad, India_Silver_M",Regular Customers
"Kanpur, India",2013-11-07,Signature,Fuel,F,252845,2013-11,"Kanpur, India_Signature_F",Regular Customers
"Kolkata, India",2013-11-07,Signature,Grocery,M,188861,2013-11,"Kolkata, India_Signature_M",Regular Customers
"Raigarh, India",2013-11-08,Signature,Grocery,F,249857,2013-11,"Raigarh, India_Signature_F",Regular Customers
"Delhi, India",2013-11-08,Signature,Food,M,294177,2013-11,"Delhi, India_Signature_M",High-Value Customers
"Sangli, India",2013-11-08,Silver,Fuel,F,126900,2013-11,"Sangli, India_Silver_F",Inactive Customers
"Rajgir, India",2013-11-08,Gold,Grocery,M,78404,2013-11,"Rajgir, India_Gold_M",Inactive Customers
"Jamshedpur, India",2013-11-08,Gold,Fuel,F,120370,2013-11,"Jamshedpur, India_Gold_F",Inactive Customers
"Kanpur, India",2013-11-08,Signature,Fuel,M,41739,2013-11,"Kanpur, India_Signature_M",Regular Customers
"Ahmedabad, India",2013-11-08,Silver,Bills,F,55064,2013-11,"Ahmedabad, India_Silver_F",High-Value Customers
"Ahmedabad, India",2013-11-08,Signature,Food,F,178867,2013-11,"Ahmedabad, India_Signature_F",High-Value Customers
"Nainital, India",2013-11-08,Silver,Bills,M,80668,2013-11,"Nainital, India_Silver_M",Regular Customers
"Delhi, India",2013-11-08,Gold,Grocery,F,254192,2013-11,"Delhi, India_Gold_F",High-Value Customers
"Bengaluru, India",2013-11-08,Silver,Grocery,M,279613,2013-11,"Bengaluru, India_Silver_M",High-Value Customers
"Greater Mumbai, India",2013-11-08,Signature,Grocery,M,114091,2013-11,"Greater Mumbai, India_Signature_M",High-Value Customers
"Bengaluru, India",2013-11-08,Signature,Food,M,122065,2013-11,"Bengaluru, India_Signature_M",High-Value Customers
"Ahmedabad, India",2013-11-08,Platinum,Grocery,F,201942,2013-11,"Ahmedabad, India_Platinum_F",High-Value Customers
"Sidhi, India",2013-11-08,Platinum,Food,F,168834,2013-11,"Sidhi, India_Platinum_F",Regular Customers
"Ahmedabad, India",2013-11-08,Silver,Entertainment,F,195699,2013-11,"Ahmedabad, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2013-11-08,Signature,Bills,F,67078,2013-11,"Greater Mumbai, India_Signature_F",High-Value Customers
"Bhongir, India",2013-11-08,Signature,Grocery,M,116968,2013-11,"Bhongir, India_Signature_M",Inactive Customers
"Ahmedabad, India",2013-11-08,Platinum,Entertainment,M,186964,2013-11,"Ahmedabad, India_Platinum_M",High-Value Customers
"Greater Mumbai, India",2013-11-08,Gold,Food,F,56532,2013-11,"Greater Mumbai, India_Gold_F",High-Value Customers
"Chennai, India",2013-11-08,Silver,Entertainment,M,154826,2013-11,"Chennai, India_Silver_M",Regular Customers
"Agartala, India",2013-11-08,Silver,Food,M,31837,2013-11,"Agartala, India_Silver_M",Regular Customers
"Ahmedabad, India",2013-11-08,Gold,Fuel,F,9621,2013-11,"Ahmedabad, India_Gold_F",High-Value Customers
"Ahmedabad, India",2013-11-08,Gold,Fuel,F,67416,2013-11,"Ahmedabad, India_Gold_F",High-Value Customers
"Delhi, India",2013-11-08,Platinum,Food,F,278378,2013-11,"Delhi, India_Platinum_F",High-Value Customers
"Bengaluru, India",2013-11-08,Platinum,Grocery,M,65822,2013-11,"Bengaluru, India_Platinum_M",High-Value Customers
"Greater Mumbai, India",2013-11-08,Platinum,Entertainment,M,261984,2013-11,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Ahmedabad, India",2013-11-08,Platinum,Bills,F,54090,2013-11,"Ahmedabad, India_Platinum_F",High-Value Customers
"Ahmedabad, India",2013-11-08,Silver,Fuel,F,216397,2013-11,"Ahmedabad, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2013-11-08,Gold,Bills,M,143213,2013-11,"Greater Mumbai, India_Gold_M",High-Value Customers
"Greater Mumbai, India",2013-11-08,Platinum,Grocery,M,170174,2013-11,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Bengaluru, India",2013-11-08,Silver,Fuel,M,70118,2013-11,"Bengaluru, India_Silver_M",High-Value Customers
"Bengaluru, India",2013-11-08,Silver,Grocery,F,129021,2013-11,"Bengaluru, India_Silver_F",High-Value Customers
"Bengaluru, India",2013-11-08,Silver,Fuel,F,186183,2013-11,"Bengaluru, India_Silver_F",High-Value Customers
"Morena, India",2013-11-08,Silver,Food,F,151782,2013-11,"Morena, India_Silver_F",Inactive Customers
"Greater Mumbai, India",2013-11-08,Silver,Grocery,F,137159,2013-11,"Greater Mumbai, India_Silver_F",High-Value Customers
"Roorkee, India",2013-11-08,Signature,Entertainment,F,255753,2013-11,"Roorkee, India_Signature_F",Inactive Customers
"Kolkata, India",2013-11-08,Silver,Food,M,46588,2013-11,"Kolkata, India_Silver_M",Regular Customers
"Bengaluru, India",2013-11-08,Platinum,Bills,F,217889,2013-11,"Bengaluru, India_Platinum_F",High-Value Customers
"Greater Mumbai, India",2013-11-08,Gold,Food,F,136040,2013-11,"Greater Mumbai, India_Gold_F",High-Value Customers
"Puttur, India",2013-11-08,Silver,Bills,F,54934,2013-11,"Puttur, India_Silver_F",Regular Customers
"Hyderabad, India",2013-11-08,Silver,Entertainment,M,39070,2013-11,"Hyderabad, India_Silver_M",Regular Customers
"Bengaluru, India",2013-11-08,Silver,Food,F,84612,2013-11,"Bengaluru, India_Silver_F",High-Value Customers
"Puranpur, India",2013-11-08,Gold,Entertainment,M,191784,2013-11,"Puranpur, India_Gold_M",Regular Customers
"Kolar, India",2013-11-08,Signature,Fuel,M,2833,2013-11,"Kolar, India_Signature_M",Inactive Customers
"Greater Mumbai, India",2013-11-08,Platinum,Bills,F,30035,2013-11,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Nahan, India",2013-11-08,Gold,Entertainment,F,297630,2013-11,"Nahan, India_Gold_F",Regular Customers
"Tharad, India",2013-11-08,Signature,Grocery,M,209900,2013-11,"Tharad, India_Signature_M",Regular Customers
"Loni, India",2013-11-09,Platinum,Food,M,8542,2013-11,"Loni, India_Platinum_M",Regular Customers
"Delhi, India",2013-11-09,Gold,Grocery,M,153338,2013-11,"Delhi, India_Gold_M",High-Value Customers
"Delhi, India",2013-11-09,Silver,Grocery,F,261270,2013-11,"Delhi, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2013-11-09,Platinum,Entertainment,M,275854,2013-11,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Greater Mumbai, India",2013-11-09,Signature,Grocery,M,234607,2013-11,"Greater Mumbai, India_Signature_M",High-Value Customers
"Greater Mumbai, India",2013-11-09,Gold,Fuel,F,291366,2013-11,"Greater Mumbai, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2013-11-09,Platinum,Bills,F,735566,2013-11,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Pune, India",2013-11-09,Platinum,Food,F,280551,2013-11,"Pune, India_Platinum_F",Regular Customers
"Delhi, India",2013-11-09,Signature,Food,F,14712,2013-11,"Delhi, India_Signature_F",High-Value Customers
"Mathura, India",2013-11-09,Silver,Grocery,M,201782,2013-11,"Mathura, India_Silver_M",Inactive Customers
"Chennai, India",2013-11-09,Platinum,Fuel,M,150664,2013-11,"Chennai, India_Platinum_M",Regular Customers
"Lucknow, India",2013-11-09,Gold,Food,F,277701,2013-11,"Lucknow, India_Gold_F",Regular Customers
"Delhi, India",2013-11-09,Signature,Fuel,F,131009,2013-11,"Delhi, India_Signature_F",High-Value Customers
"Nabha, India",2013-11-09,Silver,Bills,F,280927,2013-11,"Nabha, India_Silver_F",Regular Customers
"Greater Mumbai, India",2013-11-09,Signature,Entertainment,M,156433,2013-11,"Greater Mumbai, India_Signature_M",High-Value Customers
"Sunam, India",2013-11-09,Gold,Entertainment,M,149020,2013-11,"Sunam, India_Gold_M",Inactive Customers
"Bengaluru, India",2013-11-09,Signature,Entertainment,F,28587,2013-11,"Bengaluru, India_Signature_F",High-Value Customers
"Bengaluru, India",2013-11-09,Gold,Bills,M,44897,2013-11,"Bengaluru, India_Gold_M",High-Value Customers
"Mokokchung, India",2013-11-09,Silver,Entertainment,M,37994,2013-11,"Mokokchung, India_Silver_M",Inactive Customers
"Ahmedabad, India",2013-11-09,Signature,Bills,F,7229,2013-11,"Ahmedabad, India_Signature_F",High-Value Customers
"Ahmedabad, India",2013-11-09,Platinum,Bills,F,477553,2013-11,"Ahmedabad, India_Platinum_F",High-Value Customers
"Nautanwa, India",2013-11-09,Gold,Grocery,M,218358,2013-11,"Nautanwa, India_Gold_M",Inactive Customers
"Manuguru, India",2013-11-09,Platinum,Food,M,283834,2013-11,"Manuguru, India_Platinum_M",Inactive Customers
"Raisen, India",2013-11-09,Platinum,Food,F,61596,2013-11,"Raisen, India_Platinum_F",Regular Customers
"Delhi, India",2013-11-09,Silver,Food,F,168039,2013-11,"Delhi, India_Silver_F",High-Value Customers
"Ahmedabad, India",2013-11-09,Silver,Food,F,19608,2013-11,"Ahmedabad, India_Silver_F",High-Value Customers
"Bengaluru, India",2013-11-09,Signature,Fuel,F,217301,2013-11,"Bengaluru, India_Signature_F",High-Value Customers
"Chirkunda, India",2013-11-09,Platinum,Grocery,M,83491,2013-11,"Chirkunda, India_Platinum_M",Inactive Customers
"Ahmedabad, India",2013-11-09,Signature,Bills,F,264497,2013-11,"Ahmedabad, India_Signature_F",High-Value Customers
"Delhi, India",2013-11-09,Gold,Fuel,F,48795,2013-11,"Delhi, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2013-11-09,Platinum,Bills,F,681749,2013-11,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Suratgarh, India",2013-11-09,Platinum,Entertainment,F,216482,2013-11,"Suratgarh, India_Platinum_F",Inactive Customers
"Jaipur, India",2013-11-09,Platinum,Grocery,M,142819,2013-11,"Jaipur, India_Platinum_M",Regular Customers
"Delhi, India",2013-11-09,Silver,Bills,F,195444,2013-11,"Delhi, India_Silver_F",High-Value Customers
"Sasaram, India",2013-11-09,Silver,Fuel,M,20934,2013-11,"Sasaram, India_Silver_M",Inactive Customers
"Delhi, India",2013-11-09,Signature,Fuel,F,23303,2013-11,"Delhi, India_Signature_F",High-Value Customers
"Jaipur, India",2013-11-09,Signature,Grocery,M,206800,2013-11,"Jaipur, India_Signature_M",Regular Customers
"Ahmedabad, India",2013-11-10,Platinum,Fuel,M,45027,2013-11,"Ahmedabad, India_Platinum_M",High-Value Customers
"Lucknow, India",2013-11-10,Silver,Travel,F,70237,2013-11,"Lucknow, India_Silver_F",Regular Customers
"Ahmedabad, India",2013-11-10,Platinum,Fuel,F,55968,2013-11,"Ahmedabad, India_Platinum_F",High-Value Customers
"Bengaluru, India",2013-11-10,Silver,Bills,M,176386,2013-11,"Bengaluru, India_Silver_M",High-Value Customers
"Bengaluru, India",2013-11-10,Gold,Bills,F,265417,2013-11,"Bengaluru, India_Gold_F",High-Value Customers
"Delhi, India",2013-11-10,Silver,Entertainment,F,49792,2013-11,"Delhi, India_Silver_F",High-Value Customers
"Bengaluru, India",2013-11-10,Platinum,Food,M,3769,2013-11,"Bengaluru, India_Platinum_M",High-Value Customers
"Tirukalukundram, India",2013-11-10,Platinum,Entertainment,F,265252,2013-11,"Tirukalukundram, India_Platinum_F",Inactive Customers
"Bengaluru, India",2013-11-10,Silver,Entertainment,F,116662,2013-11,"Bengaluru, India_Silver_F",High-Value Customers
"Delhi, India",2013-11-10,Silver,Grocery,F,71373,2013-11,"Delhi, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2013-11-10,Platinum,Fuel,M,233803,2013-11,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Bengaluru, India",2013-11-10,Gold,Food,M,114265,2013-11,"Bengaluru, India_Gold_M",High-Value Customers
"Pune, India",2013-11-10,Gold,Entertainment,M,1972,2013-11,"Pune, India_Gold_M",Regular Customers
"Surat, India",2013-11-10,Signature,Fuel,M,113065,2013-11,"Surat, India_Signature_M",Regular Customers
"Ahmedabad, India",2013-11-10,Platinum,Fuel,F,110941,2013-11,"Ahmedabad, India_Platinum_F",High-Value Customers
"Jaipur, India",2013-11-10,Signature,Fuel,F,285531,2013-11,"Jaipur, India_Signature_F",Regular Customers
"Ahmedabad, India",2013-11-10,Platinum,Entertainment,F,291608,2013-11,"Ahmedabad, India_Platinum_F",High-Value Customers
"Delhi, India",2013-11-10,Platinum,Entertainment,F,51185,2013-11,"Delhi, India_Platinum_F",High-Value Customers
"Bengaluru, India",2013-11-10,Gold,Bills,M,77784,2013-11,"Bengaluru, India_Gold_M",High-Value Customers
"Greater Mumbai, India",2013-11-10,Silver,Entertainment,F,199538,2013-11,"Greater Mumbai, India_Silver_F",High-Value Customers
"Bengaluru, India",2013-11-10,Signature,Food,F,26796,2013-11,"Bengaluru, India_Signature_F",High-Value Customers
"Lucknow, India",2013-11-10,Signature,Fuel,M,202441,2013-11,"Lucknow, India_Signature_M",Regular Customers
"Rishikesh, India",2013-11-10,Silver,Grocery,M,213571,2013-11,"Rishikesh, India_Silver_M",Inactive Customers
"Suryapet, India",2013-11-10,Signature,Food,M,248561,2013-11,"Suryapet, India_Signature_M",Inactive Customers
"Rajgir, India",2013-11-10,Gold,Grocery,F,81446,2013-11,"Rajgir, India_Gold_F",Inactive Customers
"Ahmedabad, India",2013-11-10,Gold,Bills,M,163200,2013-11,"Ahmedabad, India_Gold_M",High-Value Customers
"Surat, India",2013-11-10,Silver,Fuel,M,73348,2013-11,"Surat, India_Silver_M",Regular Customers
"Ahmedabad, India",2013-11-10,Signature,Fuel,M,148313,2013-11,"Ahmedabad, India_Signature_M",High-Value Customers
"Mandsaur, India",2013-11-10,Signature,Fuel,F,176620,2013-11,"Mandsaur, India_Signature_F",Inactive Customers
"Ahmedabad, India",2013-11-10,Silver,Entertainment,M,44633,2013-11,"Ahmedabad, India_Silver_M",High-Value Customers
